Fold,Label,Prob,Preds
1,1,0.6378156,1
1,1,0.64083123,1
1,1,0.6394603,1
1,1,0.64099383,1
1,1,0.6398942,1
1,1,0.64014,1
1,1,0.63732535,1
1,1,0.6396835,1
1,1,0.6372755,1
1,1,0.69528407,1
1,1,0.69526225,1
1,1,0.6958178,1
1,1,0.6950255,1
1,1,0.6985228,1
1,1,0.70090336,1
1,1,0.70152557,1
1,1,0.70153975,1
1,1,0.7028317,1
1,1,0.7007296,1
1,1,0.70231956,1
1,1,0.702113,1
1,1,0.7068018,1
1,1,0.7035911,1
1,1,0.7056918,1
1,1,0.70447,1
1,1,0.70696884,1
1,1,0.70356345,1
1,1,0.70868695,1
1,1,0.7661083,1
1,1,0.7672462,1
1,1,0.76757884,1
1,1,0.7673016,1
1,1,0.7681386,1
1,1,0.7670547,1
1,1,0.7688706,1
1,0,0.5714585,1
1,0,0.56595075,1
1,0,0.56692654,1
1,0,0.5704889,1
1,0,0.56889504,1
1,0,0.566592,1
1,0,0.56517315,1
1,0,0.5665982,1
1,0,0.56676173,1
1,0,0.56502914,1
1,0,0.5669861,1
1,0,0.56557864,1
1,0,0.5635129,1
1,0,0.56668156,1
1,0,0.56406975,1
1,0,0.5679037,1
1,0,0.5676113,1
1,0,0.56747055,1
1,0,0.5645868,1
1,0,0.56434464,1
1,0,0.56849647,1
1,0,0.5642273,1
1,0,0.56457084,1
1,0,0.5667622,1
1,0,0.56453955,1
1,0,0.5640883,1
1,0,0.56568116,1
1,0,0.5629717,1
1,0,0.5609388,1
1,0,0.5629798,1
1,0,0.56293744,1
1,0,0.55741674,1
1,0,0.5550914,1
1,0,0.5604947,1
1,0,0.5582401,1
1,0,0.5529529,1
1,0,0.5558129,1
1,0,0.5522561,1
1,0,0.5541347,1
1,0,0.55069625,1
1,0,0.5535062,1
1,0,0.55164796,1
1,0,0.55028427,1
1,0,0.5485893,1
1,0,0.55016077,1
1,0,0.5478288,1
1,0,0.55114543,1
1,0,0.5490376,1
1,0,0.5507011,1
1,0,0.54956496,1
1,0,0.54763657,1
1,0,0.5463993,1
1,0,0.5482572,1
1,0,0.54660213,1
1,0,0.54637116,1
1,0,0.54436564,1
1,0,0.5434616,1
1,0,0.54258037,1
1,0,0.54174584,1
1,0,0.5436573,1
1,0,0.54296845,1
1,0,0.5428142,1
1,0,0.5410113,1
1,0,0.5423414,1
1,0,0.5415093,1
