Fold,Label,Prob,Preds
1,0,0.20712955,0
1,0,0.15202571,0
1,0,0.17368026,0
1,0,0.12735297,0
1,0,0.17720181,0
1,0,0.066166796,0
1,0,0.12282959,0
1,0,0.16870299,0
1,0,0.13430117,0
1,0,0.21338399,0
1,0,0.105003476,0
1,0,0.24615644,0
1,0,0.09506099,0
1,0,0.17041415,0
1,0,0.1459213,0
1,0,0.13364328,0
1,0,0.11212962,0
1,0,0.14885078,0
1,0,0.119466044,0
1,0,0.34259108,0
1,0,0.22613658,0
1,0,0.2951534,0
1,0,0.19200607,0
1,0,0.25548187,0
1,0,0.121554196,0
1,0,0.16476291,0
1,0,0.25003195,0
1,0,0.18863252,0
1,0,0.30262023,0
1,0,0.14470915,0
1,0,0.3657468,0
1,0,0.1935835,0
1,0,0.21585098,0
1,0,0.25677678,0
1,0,0.2410105,0
1,0,0.14236537,0
1,0,0.15339577,0
1,0,0.18918194,0
1,0,0.5160985,1
1,0,0.5278031,1
1,0,0.55756783,1
1,0,0.7284608,1
1,0,0.7698098,1
1,0,0.46031642,0
1,0,0.5221687,1
1,0,0.7647947,1
1,0,0.5682531,1
1,0,0.52802444,1
1,0,0.4271115,0
1,0,0.57143587,1
1,0,0.4421389,0
1,0,0.5054754,1
1,0,0.69812226,1
1,0,0.6359328,1
1,0,0.5142109,1
1,0,0.6716454,1
1,0,0.7225254,1
1,1,0.39928338,0
1,1,0.2136053,0
1,1,0.27026093,0
1,1,0.38379297,0
1,1,0.15958461,0
1,1,0.24438454,0
1,1,0.43527898,0
1,1,0.5276852,1
1,1,0.41657177,0
1,1,0.5998596,1
1,1,0.5537703,1
1,1,0.60697484,1
1,1,0.67486376,1
1,1,0.59779567,1
1,1,0.45642757,0
1,1,0.25451505,0
1,1,0.39457092,0
1,1,0.55622005,1
1,1,0.32157508,0
1,1,0.73529094,1
1,1,0.74762994,1
1,1,0.6947927,1
1,1,0.7130535,1
1,1,0.87539005,1
1,1,0.807186,1
1,1,0.78786236,1
1,1,0.834966,1
1,1,0.8983468,1
1,1,0.8459253,1
1,1,0.9118625,1
1,1,0.87566006,1
1,1,0.8581993,1
1,1,0.87924,1
1,1,0.91548985,1
1,1,0.7533992,1
1,1,0.8365953,1
1,1,0.83714324,1
1,1,0.8517031,1
1,1,0.66231966,1
1,1,0.6107577,1
1,1,0.47083405,0
1,1,0.41227153,0
1,1,0.41408595,0
1,1,0.26845095,0
1,1,0.37297586,0
1,1,0.14463112,0
1,0,0.11667188,0
1,0,0.20335892,0
1,0,0.10896724,0
1,0,0.11678099,0
1,0,0.15097505,0
1,0,0.20950493,0
1,0,0.14937487,0
1,0,0.15737846,0
1,0,0.24215735,0
1,0,0.23339236,0
1,0,0.089049555,0
1,0,0.18305147,0
1,0,0.3544987,0
1,0,0.18667552,0
1,0,0.15755685,0
1,0,0.39746916,0
1,0,0.4822903,0
1,0,0.38948396,0
1,0,0.44398588,0
1,0,0.3327706,0
1,0,0.37740684,0
1,0,0.26549023,0
1,0,0.25845644,0
1,0,0.23323932,0
1,0,0.30973825,0
1,0,0.27004915,0
1,0,0.3466722,0
1,0,0.18679523,0
1,0,0.27339414,0
1,0,0.3170345,0
1,0,0.22607146,0
1,0,0.30430406,0
1,0,0.20669445,0
1,0,0.37725267,0
1,0,0.22313312,0
1,0,0.23353681,0
1,0,0.34672585,0
1,0,0.13843346,0
1,0,0.1968726,0
1,0,0.17147869,0
1,0,0.25482407,0
1,0,0.1261784,0
1,0,0.26323146,0
1,0,0.19840336,0
1,0,0.31428337,0
1,0,0.3826558,0
1,0,0.3925851,0
1,0,0.4271326,0
1,0,0.38959202,0
1,0,0.4879617,0
1,0,0.31261453,0
1,0,0.36421198,0
1,0,0.52618,1
1,0,0.30901057,0
1,0,0.30035946,0
1,0,0.25254974,0
1,0,0.10158229,0
1,0,0.23935793,0
1,0,0.17709084,0
1,0,0.16314669,0
1,0,0.12847672,0
1,0,0.18374066,0
1,0,0.23409039,0
1,0,0.19469118,0
1,0,0.2236352,0
1,0,0.16207537,0
1,0,0.33026856,0
1,0,0.18503158,0
1,0,0.15842344,0
1,0,0.25120953,0
1,0,0.17284371,0
1,0,0.106292576,0
1,0,0.17518832,0
1,0,0.106320895,0
1,0,0.19719738,0
1,0,0.110774994,0
1,0,0.23349638,0
1,0,0.33915082,0
1,0,0.16221437,0
1,0,0.27150992,0
1,0,0.1381028,0
1,0,0.1441626,0
1,0,0.34466258,0
1,0,0.32789403,0
1,0,0.17664224,0
1,0,0.13311575,0
1,0,0.2323872,0
1,0,0.22782418,0
1,0,0.13157864,0
1,0,0.1468831,0
1,0,0.1909002,0
1,0,0.3644513,0
1,0,0.15381703,0
1,0,0.23081498,0
1,0,0.17154145,0
1,0,0.14817981,0
1,0,0.1269893,0
1,0,0.12535602,0
1,0,0.18731456,0
1,0,0.044637483,0
1,0,0.18365216,0
1,0,0.08487931,0
1,0,0.09486115,0
1,0,0.18633373,0
1,0,0.25147632,0
1,0,0.15920694,0
1,0,0.16555537,0
1,0,0.052105494,0
1,0,0.10666093,0
1,0,0.08102843,0
1,0,0.07714546,0
1,0,0.13316743,0
1,0,0.08410318,0
1,0,0.0921214,0
1,0,0.04662392,0
1,0,0.093286894,0
1,0,0.1015958,0
1,0,0.063708454,0
1,0,0.12183921,0
1,0,0.108278185,0
1,0,0.12455209,0
1,0,0.114359304,0
1,0,0.06823399,0
1,0,0.11672043,0
1,0,0.12293245,0
1,0,0.16928202,0
1,0,0.072247535,0
1,0,0.12327399,0
1,0,0.09900727,0
1,0,0.07472893,0
1,0,0.079839826,0
1,0,0.07286789,0
1,0,0.103966534,0
1,0,0.080861434,0
1,0,0.14243303,0
1,0,0.09712277,0
1,0,0.07930954,0
1,1,0.3974872,0
1,1,0.40554643,0
1,1,0.2925133,0
1,1,0.25500283,0
1,1,0.30020422,0
1,1,0.36748707,0
1,1,0.3824689,0
1,1,0.3441935,0
1,1,0.4186554,0
1,1,0.30561543,0
1,1,0.2981164,0
1,1,0.21950024,0
1,1,0.64437944,1
1,1,0.5796858,1
1,1,0.6712864,1
1,1,0.61930496,1
1,1,0.61529785,1
1,1,0.6276063,1
1,1,0.45974973,0
1,1,0.5313082,1
1,1,0.6597256,1
1,1,0.32655665,0
1,1,0.6039926,1
1,1,0.42904487,0
2,0,0.28777847,0
2,0,0.26790744,0
2,0,0.43662077,0
2,0,0.2530562,0
2,0,0.23798995,0
2,0,0.29382133,0
2,0,0.33087695,0
2,0,0.14553101,0
2,0,0.27689877,0
2,0,0.43339828,0
2,0,0.22845328,0
2,0,0.25378087,0
2,0,0.2537099,0
2,0,0.3494092,0
2,0,0.2286144,0
2,0,0.42883456,0
2,0,0.46974808,0
2,0,0.34896553,0
2,0,0.39800072,0
2,0,0.34195155,0
2,0,0.3152662,0
2,0,0.3920652,0
2,0,0.2769195,0
2,0,0.2555585,0
2,0,0.30406362,0
2,0,0.3475648,0
2,0,0.18273753,0
2,0,0.27392194,0
2,0,0.5047189,1
2,0,0.22681996,0
2,0,0.27268356,0
2,0,0.23652077,0
2,0,0.3714301,0
2,0,0.2661346,0
2,0,0.44878295,0
2,0,0.5127138,1
2,0,0.40182698,0
2,0,0.45600128,0
2,0,0.6056002,1
2,0,0.36969692,0
2,0,0.404001,0
2,0,0.33028078,0
2,0,0.3019457,0
2,0,0.2834186,0
2,0,0.33550674,0
2,1,0.32606307,0
2,1,0.36771882,0
2,1,0.26109263,0
2,1,0.36730126,0
2,1,0.46150663,0
2,1,0.3419824,0
2,1,0.34828696,0
2,1,0.5294634,1
2,1,0.39457232,0
2,1,0.5730646,1
2,1,0.5369865,1
2,1,0.501997,1
2,1,0.4604221,0
2,1,0.72268224,1
2,1,0.7296587,1
2,1,0.54563195,1
2,1,0.65673465,1
2,1,0.6875336,1
2,1,0.33282474,0
2,1,0.6027521,1
2,1,0.6642961,1
2,1,0.39273426,0
2,1,0.4381773,0
2,1,0.40934852,0
2,1,0.5818819,1
2,1,0.38567737,0
2,1,0.6137337,1
2,1,0.51726544,1
2,1,0.54348534,1
2,1,0.4306928,0
2,1,0.7198075,1
2,1,0.33260512,0
2,1,0.5490359,1
2,1,0.5767938,1
2,1,0.47788167,0
2,1,0.56617165,1
2,1,0.39511868,0
2,1,0.29865456,0
2,1,0.38224515,0
2,1,0.42788363,0
2,1,0.4269943,0
2,1,0.5737705,1
2,1,0.57829756,1
2,1,0.6167401,1
2,1,0.64449763,1
2,1,0.43707013,0
2,1,0.6190133,1
2,1,0.47023752,0
2,1,0.6023513,1
2,1,0.70552224,1
2,1,0.7041582,1
2,1,0.5238035,1
2,1,0.6105581,1
2,1,0.4409836,0
2,1,0.69086146,1
2,1,0.6205967,1
2,1,0.59864557,1
2,1,0.6573575,1
2,1,0.5381799,1
2,1,0.5460697,1
2,1,0.66953754,1
2,1,0.449675,0
2,1,0.54697084,1
2,1,0.54690576,1
2,1,0.394035,0
2,1,0.6907642,1
2,1,0.5701101,1
2,1,0.49149293,0
2,1,0.5495221,1
2,1,0.50709987,1
2,1,0.43326148,0
2,1,0.60132515,1
2,1,0.39704108,0
2,1,0.68739665,1
2,1,0.5035638,1
2,1,0.5949181,1
2,1,0.3843726,0
2,1,0.6897127,1
2,1,0.54207325,1
2,1,0.5322648,1
2,1,0.14414866,0
2,1,0.19711563,0
2,1,0.20791115,0
2,1,0.23553184,0
2,1,0.13279821,0
2,1,0.18673433,0
2,1,0.267602,0
2,1,0.30703938,0
2,0,0.18742484,0
2,0,0.19281031,0
2,0,0.22177665,0
2,0,0.22943759,0
2,0,0.3163917,0
2,0,0.21746218,0
2,0,0.19675732,0
2,0,0.16966775,0
2,0,0.246707,0
2,0,0.19811931,0
2,0,0.2341372,0
2,0,0.21022588,0
2,0,0.23667829,0
2,0,0.2805816,0
2,0,0.26183754,0
2,0,0.28739464,0
2,0,0.24499884,0
2,0,0.26806092,0
2,0,0.24596667,0
2,0,0.34262055,0
2,0,0.3797074,0
2,0,0.46516034,0
2,0,0.40364522,0
2,0,0.43733323,0
2,0,0.35336065,0
2,0,0.46545812,0
2,0,0.4050574,0
2,0,0.4980563,0
2,0,0.35763264,0
2,0,0.45116973,0
2,0,0.47034365,0
2,0,0.36971527,0
2,0,0.41353956,0
2,0,0.32312185,0
2,0,0.29994038,0
2,0,0.35570025,0
2,0,0.18311593,0
2,0,0.19134286,0
2,0,0.24371935,0
2,0,0.20888151,0
2,0,0.1139273,0
2,0,0.13173771,0
2,0,0.15448146,0
2,0,0.12692998,0
2,0,0.32571602,0
2,0,0.22673129,0
2,0,0.24840789,0
2,0,0.29175857,0
2,0,0.14395285,0
2,0,0.26662657,0
2,0,0.4319095,0
2,0,0.38284153,0
